,file_path,sentence,section,entities,labels,position_start,position_end,abbreviations,abbreviations_longform,abbreviation_start,abbreviation_end
508,/Users/pm286/projects/semanticClimate/climate_justice/PMC9175523/sections/1_front/1_article-meta/14_abstract.xml,These pillars are: (I) an ecological prosperity; (II) a decarbonized economy; (III) a shared cost burden; (IV) a governance new deal; (V) a just resilience.,ABS,"II, III","ORG, ORG","50, 79","52, 82",,,,
516,/Users/pm286/projects/semanticClimate/climate_justice/PMC8123462/sections/0_front/1_article-meta/17_abstract.xml,"To gain a deeper understanding of the relationship between climate change and children and youth’s mental health, we conducted a rapid review and a thematic analysis of the results in NVivo 12.",ABS,NVivo,ORG,184,189,,,,
519,/Users/pm286/projects/semanticClimate/climate_justice/PMC8123462/sections/0_front/1_article-meta/17_abstract.xml,The mental health impacts of climate change on children/youth are tied to Social Determinants of Health (SDoH) but also need to be understood in relation to the Ecological Determinants of Health (EDoH).,ABS,"Social Determinants of Health, the Ecological Determinants of Health (EDoH","ORG, ORG","74, 157","103, 200",,,,
521,/Users/pm286/projects/semanticClimate/climate_justice/PMC8883014/sections/1_front/1_article-meta/12_abstract.xml,"A growing body of research has documented the phenomenon of climate change anxiety (CCA), defined broadly as negative cognitive, emotional, and behavioral responses associated with concerns about climate change.",ABS,CCA,ORG,84,87,,,,
522,/Users/pm286/projects/semanticClimate/climate_justice/PMC8883014/sections/1_front/1_article-meta/12_abstract.xml,"A recently validated scale of CCA indicated two subscales: cognitive emotional impairment and functional impairment (Clayton & Karazsia, 2020).",ABS,"CCA, Clayton & Karazsia","ORG, ORG","30, 117","33, 135",,,,
523,/Users/pm286/projects/semanticClimate/climate_justice/PMC8883014/sections/1_front/1_article-meta/12_abstract.xml,"However, there are few empirical studies on CCA to date and little evidence regarding whether CCA is associated with psychiatric symptoms, including symptoms of Major Depressive Disorder (MDD) and Generalized Anxiety Disorder (GAD), and whether engaging in individual and collective action to address climate change could buffer such relationships.",ABS,"CCA, CCA, MDD, Generalized Anxiety Disorder","ORG, ORG, ORG, ORG","44, 94, 188, 197","47, 97, 191, 225",,,,
525,/Users/pm286/projects/semanticClimate/climate_justice/PMC8883014/sections/1_front/1_article-meta/12_abstract.xml,"Results indicated that both CCA subscales were significantly associated with GAD symptoms, while only the Functional Impairment subscale was associated with higher MDD symptoms.",ABS,"CCA, MDD","ORG, ORG","28, 164","31, 167",,,,
526,/Users/pm286/projects/semanticClimate/climate_justice/PMC8883014/sections/1_front/1_article-meta/12_abstract.xml,"Moreover, engaging in collective action, but not individual action, significantly attenuated the association between CCA cognitive emotional impairment and MDD symptoms.",ABS,"CCA, MDD","ORG, ORG","117, 156","120, 159",,,,
528,/Users/pm286/projects/semanticClimate/climate_justice/PMC8883014/sections/1_front/1_article-meta/12_abstract.xml,"These results further the field’s understanding of CCA, both in general and specifically among emerging adults, and suggest the importance of creating opportunities for collective action to build sense of agency in addressing climate change.",ABS,CCA,ORG,51,54,,,,
531,/Users/pm286/projects/semanticClimate/climate_justice/PMC8254914/sections/0_front/1_article-meta/13_abstract.xml,The research found and studied 140 documents from WoS Core Collection and 193 from Scopus.,ABS,WoS Core Collection,ORG,50,69,,,,
543,/Users/pm286/projects/semanticClimate/climate_justice/PMC8088483/sections/1_front/1_article-meta/16_abstract.xml,"In this essay, Kim Niewolny, current President of AFHVS, responds to the 2020 AFHVS Presidential Address given by Molly Anderson.",ABS,AFHVS,ORG,50,55,,,,
551,/Users/pm286/projects/semanticClimate/climate_justice/PMC7659955/sections/0_front/1_article-meta/21_abstract.xml,Smart village initiatives such as those of the European Union is motivating global efforts aimed at improving the live and livelihood of rural dwellers.,ABS,the European Union,ORG,43,61,,,,
569,/Users/pm286/projects/semanticClimate/climate_justice/PMC8515916/sections/1_front/1_article-meta/16_abstract.xml,"The CIH LMU  Symposium 2021 aimed to explore the complex interconnections between climate change, migration and health from diverse global perspectives.",ABS,The CIH LMU,ORG,0,11,,,,
591,/Users/pm286/projects/semanticClimate/climate_justice/PMC8891738/sections/1_front/1_article-meta/14_abstract.xml,"United Nations Secretary General António Guterres, in his address to the UN General Assembly called the world leaders to bridge the divide among generations.",ABS,"United Nations, the UN General Assembly","ORG, ORG","0, 69","14, 92",,,,
595,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/0_front/1_article-meta/17_abstract.xml,ABSTRACT Bangladesh is strongly committed to the “leave no one behind” principle of the UN’s Sustainable Development Goals.,ABS,the UN’s Sustainable Development Goals,ORG,84,122,,,,
601,/Users/pm286/projects/semanticClimate/climate_justice/PMC8068457/sections/0_front/1_article-meta/13_abstract.xml,"For this analysis, the cumulative emissions of the current Nationally Determined Contributions of these countries until 2030, are compared with the result obtained from distributing the cumulative greenhouse gas emissions compatible with the 1.5 °C global mitigation scenario between 2018 and 2100.",ABS,Nationally Determined Contributions,ORG,59,94,,,,
618,/Users/pm286/projects/semanticClimate/climate_justice/PMC9408482/sections/1_front/1_article-meta/15_abstract.xml,It examines the NDCs of 35 LDPCs recorded in the NDC public registry of the United Nations Framework Convention for Climate Change (UNFCCC).,ABS,"the United Nations Framework Convention for Climate Change, UNFCCC","ORG, ORG","72, 132","130, 138",,,,
620,/Users/pm286/projects/semanticClimate/climate_justice/PMC9408482/sections/1_front/1_article-meta/15_abstract.xml,The data are analyzed with the help of NVIVO software.,ABS,NVIVO,ORG,39,44,,,,
623,/Users/pm286/projects/semanticClimate/climate_justice/PMC8574576/sections/1_front/1_article-meta/16_abstract.xml,"Abstract   COVID-19 represents a concrete global health threat that has resulted in exacerbated inequalities, threatening progress towards SDG3, and particularly SDG 3.8, i.e.",ABS,SDG,ORG,162,165,,,,
624,/Users/pm286/projects/semanticClimate/climate_justice/PMC8574576/sections/1_front/1_article-meta/16_abstract.xml,UHC - leave no one behind.,ABS,UHC,ORG,0,3,,,,
625,/Users/pm286/projects/semanticClimate/climate_justice/PMC8574576/sections/1_front/1_article-meta/16_abstract.xml,"Underlying differences in terms of health and social care system organisation, service provision models and pre-existing epidemiological context have resulted in heterogeneous scenarios for burden of disease (BoD) distribution, both in terms of COVID-19-specific outcomes, and because of collateral damage, not only across, but also within countries and regions.",ABS,BoD,ORG,209,212,,,,
631,/Users/pm286/projects/semanticClimate/climate_justice/PMC8574576/sections/1_front/1_article-meta/16_abstract.xml,"This RT will bring the perspective of academia, researchers and practitioners in the field, and NGOs, offering insights on emerging research, practice and strategies.",ABS,RT,ORG,5,7,,,,
634,/Users/pm286/projects/semanticClimate/climate_justice/PMC8574576/sections/1_front/1_article-meta/16_abstract.xml,"Assessing and weighing the links of various determinants and COVID-19 is essential to inform current and future policy decisions towards attaining UHC and to ensure an equitable, resilient society.",ABS,UHC,ORG,147,150,,,,
635,/Users/pm286/projects/semanticClimate/climate_justice/PMC9111280/sections/1_front/1_article-meta/20_abstract.xml,"Key Points   COVID‐19 lockdown led to reduced urban heat island (UHI) magnitude in China Anthropogenic activity and waste heat is related to UHI magnitude UHI mitigation has implication for health, energy, and equity within cities",ABS,"China Anthropogenic, UHI, UHI","ORG, ORG, ORG","83, 141, 155","102, 144, 158",,,,
647,/Users/pm286/projects/semanticClimate/climate_justice/PMC9287239/sections/1_front/1_article-meta/15_abstract.xml,"Current emission accounting practices, target-setting methods, SBT governance, and insufficient transparency may allow companies to report some emission reductions that are not real and may result in insufficient collective emission reductions.",ABS,SBT,ORG,63,66,,,,
648,/Users/pm286/projects/semanticClimate/climate_justice/PMC9287239/sections/1_front/1_article-meta/15_abstract.xml,"Lower rates of SBT diffusion in low- and middle-income countries, in certain emission-intensive sectors, and by small- and medium-sized enterprises pose potential barriers for mainstreaming SBTs.",ABS,SBT,ORG,15,18,,,,
650,/Users/pm286/projects/semanticClimate/climate_justice/PMC9287239/sections/1_front/1_article-meta/15_abstract.xml,Summary We find evidence that SBT adoption corresponds to increased climate action.,ABS,SBT,ORG,30,33,,,,
652,/Users/pm286/projects/semanticClimate/climate_justice/PMC8697842/sections/1_front/1_article-meta/14_abstract.xml,"This paper investigates the determinants of environmental degradation in Australia from 1990 to 2017, using ecological footprint analysis and the well-established logarithmic mean Divisia index (LMDI) decomposition method.",ABS,LMDI,ORG,195,199,,,,
659,/Users/pm286/projects/semanticClimate/climate_justice/PMC8697842/sections/1_front/1_article-meta/14_abstract.xml,"The LMDI results demonstrated that income effect, population, and carbon intensity were the main factors that raised Australia’s CO 2  emissions, whereas the energy intensity factor substantially curbed them.",ABS,LMDI,ORG,4,8,,,,
663,/Users/pm286/projects/semanticClimate/climate_justice/PMC7708558/sections/0_front/1_article-meta/16_abstract.xml,"Interdisciplinary fields of study, such as science and technology studies (STS), the environmental humanities, and the posthumanities, for example, have started to reformulate academic understanding of nature-cultures based on relational thinking.",ABS,STS,ORG,75,78,,,,
672,/Users/pm286/projects/semanticClimate/climate_justice/PMC6086283/sections/0_front/1_article-meta/15_abstract.xml,"The three documents are: the Pope’s Encyclical  Laudato Si’ , the  Sustainable Development Goals  and the  Paris Agreement .",ABS,"the Pope’s, the  Sustainable Development Goals","ORG, ORG","25, 62","35, 96",,,,
681,/Users/pm286/projects/semanticClimate/climate_justice/PMC8527965/sections/1_front/1_article-meta/15_abstract.xml,"Drawing on the perspectives of 42 local and regional Pacific Islander stakeholders, an underexplored resource for understanding loss and damage, we explore the complexity and interconnectedness of non-economic loss and damage (NELD).",ABS,NELD,ORG,227,231,,,,
