anchor,a_text,target,t_text
13,C  Stable  isotope  of carbon having an atomic weight of approximately 13. Measurements of the ratio,carbon_dioxide__co,  Carbon dioxide (CO 2 ) fertilization  The increase of plant  photosynthesis  and water-use efficie
13,C  Stable  isotope  of carbon having an atomic weight of approximately 13. Measurements of the ratio,carbon_cycle,"  Carbon cycle  The flow of carbon (in various forms, e.g., as  carbon dioxide (CO 2 ) , carbon in b"
13,C  Stable  isotope  of carbon having an atomic weight of approximately 13. Measurements of the ratio,climate,"  Climate  Climate in a narrow sense is usually defined as the average weather, or more rigorously a"
calving__of_glaciers_or_ice_sheets_,"The breaking off of discrete pieces of ice from a  glacier ,  ice sheet  or an  ice shelf  into lake",glacier,"  Glacier  A perennial mass of ice, and possibly firn and snow, originating on the land surface by a"
calving__of_glaciers_or_ice_sheets_,"The breaking off of discrete pieces of ice from a  glacier ,  ice sheet  or an  ice shelf  into lake",ice_sheet,"  Ice sheet  An ice body originating on land that covers an area of continental size, generally defi"
calving__of_glaciers_or_ice_sheets_,"The breaking off of discrete pieces of ice from a  glacier ,  ice sheet  or an  ice shelf  into lake",ice_shelf,  Ice shelf  A floating slab of ice originating from land of considerable thickness extending from t
carbon_budget,Refers to two concepts in the literature: (i) an assessment of carbon cycle  sources  and  sinks  on,land_use,"  Land use  The total of arrangements, activities and inputs applied to a parcel of  land . The term"
carbon_budget,Refers to two concepts in the literature: (i) an assessment of carbon cycle  sources  and  sinks  on,ocean,"  Ocean  The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97"
carbon_budget,Refers to two concepts in the literature: (i) an assessment of carbon cycle  sources  and  sinks  on,carbon_dioxide__co,"  Carbon dioxide (CO 2 )  A naturally occurring gas, CO 2 is also a by-product of burning  fossil fu"
carbon_budget,Refers to two concepts in the literature: (i) an assessment of carbon cycle  sources  and  sinks  on,carbon_dioxide__co,  Carbon dioxide (CO 2 ) fertilization  The increase of plant  photosynthesis  and water-use efficie
carbon_budget,Refers to two concepts in the literature: (i) an assessment of carbon cycle  sources  and  sinks  on,anthropogenic,  Anthropogenic  Resulting from or produced by human activities.
carbon_budget,Refers to two concepts in the literature: (i) an assessment of carbon cycle  sources  and  sinks  on,global_warming,  Global warming  Global warming refers to the increase in  global surface temperature  relative to 
carbon_cycle,"The flow of carbon (in various forms, e.g., as  carbon dioxide (CO 2 ) , carbon in biomass, and carb",carbon_dioxide__co,"  Carbon dioxide (CO 2 )  A naturally occurring gas, CO 2 is also a by-product of burning  fossil fu"
carbon_cycle,"The flow of carbon (in various forms, e.g., as  carbon dioxide (CO 2 ) , carbon in biomass, and carb",carbon_dioxide__co,  Carbon dioxide (CO 2 ) fertilization  The increase of plant  photosynthesis  and water-use efficie
carbon_cycle,"The flow of carbon (in various forms, e.g., as  carbon dioxide (CO 2 ) , carbon in biomass, and carb",ocean,"  Ocean  The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97"
carbon_cycle,"The flow of carbon (in various forms, e.g., as  carbon dioxide (CO 2 ) , carbon in biomass, and carb",atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers – the  tropospher"
carbon_cycle,"The flow of carbon (in various forms, e.g., as  carbon dioxide (CO 2 ) , carbon in biomass, and carb",hydrosphere,  Hydrosphere  The component of the  climate system  comprising liquid surface and subterranean wate
carbon_cycle,"The flow of carbon (in various forms, e.g., as  carbon dioxide (CO 2 ) , carbon in biomass, and carb",lithosphere,"  Lithosphere  The upper layer of the solid Earth, both continental and oceanic, which comprises all"
carbon_cycle,"The flow of carbon (in various forms, e.g., as  carbon dioxide (CO 2 ) , carbon in biomass, and carb",ocean_carbon_cycle,  Ocean carbon cycle  The ocean  carbon cycle  is the set of processes that exchange carbon between 
carbon_dioxide__co,"2 )  A naturally occurring gas, CO 2 is also a by-product of burning  fossil fuels  (such as oil, ga",fossil_fuels,"  Fossil fuels  Carbon-based fuels from fossil hydrocarbon deposits, including coal, oil and natural"
carbon_dioxide__co,"2 )  A naturally occurring gas, CO 2 is also a by-product of burning  fossil fuels  (such as oil, ga",biomass,  Biomass  Organic material excluding the material that is fossilized or embedded in geological form
aviiis_the_reference_gas_against_which_other_ghgs_are_measured_and_therefore_has_a,global warming potential (GWP)  of 1. ,global_warming_potential__gwp_,  Global warming potential (GWP)  An index measuring the  radiative forcing  following an emission o
carbon_dioxide__co,2 ) fertilization  The increase of plant  photosynthesis  and water-use efficiency in response to in,carbon_dioxide__co,"  Carbon dioxide (CO 2 )  A naturally occurring gas, CO 2 is also a by-product of burning  fossil fu"
carbon_dioxide__co,2 ) fertilization  The increase of plant  photosynthesis  and water-use efficiency in response to in,carbon_dioxide__co,  Carbon dioxide (CO 2 ) fertilization  The increase of plant  photosynthesis  and water-use efficie
carbon_dioxide_capture_and_storage__ccs_,A process in which a relatively pure stream of  carbon dioxide (CO 2 )  from industrial and energy-r,carbon_dioxide__co,"  Carbon dioxide (CO 2 )  A naturally occurring gas, CO 2 is also a by-product of burning  fossil fu"
carbon_dioxide_capture_and_storage__ccs_,A process in which a relatively pure stream of  carbon dioxide (CO 2 )  from industrial and energy-r,carbon_dioxide__co,  Carbon dioxide (CO 2 ) fertilization  The increase of plant  photosynthesis  and water-use efficie
carbon_dioxide_capture_and_storage__ccs_,A process in which a relatively pure stream of  carbon dioxide (CO 2 )  from industrial and energy-r,atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers – the  tropospher"
carbon_dioxide_capture_and_storage__ccs_,A process in which a relatively pure stream of  carbon dioxide (CO 2 )  from industrial and energy-r,bioenergy_with_carbon_dioxide_capture_and_storage__beccs_,  Bioenergy with carbon dioxide capture and storage (BECCS)  Carbon dioxide capture and storage (CCS
carbon_dioxide_capture_and_storage__ccs_,A process in which a relatively pure stream of  carbon dioxide (CO 2 )  from industrial and energy-r,sequestration,"  Sequestration  The process of storing carbon in a carbon  pool . See also  Pool, carbon and nitrog"
carbon_dioxide_capture_and_storage__ccs_,A process in which a relatively pure stream of  carbon dioxide (CO 2 )  from industrial and energy-r,anthropogenic_removals,  Anthropogenic removals  The withdrawal of  greenhouse gases (GHGs)  from the  atmosphere  as a res
carbon_dioxide_capture_and_storage__ccs_,A process in which a relatively pure stream of  carbon dioxide (CO 2 )  from industrial and energy-r,carbon_dioxide_removal__cdr_,  Carbon dioxide removal (CDR)  Anthropogenic  activities removing  carbon dioxide (CO 2 )  from the
carbon_dioxide_removal__cdr_,Anthropogenic  activities removing  carbon dioxide (CO 2 )  from the  atmosphere  and durably storin,anthropogenic,  Anthropogenic  Resulting from or produced by human activities.
carbon_dioxide_removal__cdr_,Anthropogenic  activities removing  carbon dioxide (CO 2 )  from the  atmosphere  and durably storin,carbon_dioxide__co,"  Carbon dioxide (CO 2 )  A naturally occurring gas, CO 2 is also a by-product of burning  fossil fu"
carbon_dioxide_removal__cdr_,Anthropogenic  activities removing  carbon dioxide (CO 2 )  from the  atmosphere  and durably storin,carbon_dioxide__co,  Carbon dioxide (CO 2 ) fertilization  The increase of plant  photosynthesis  and water-use efficie
carbon_dioxide_removal__cdr_,Anthropogenic  activities removing  carbon dioxide (CO 2 )  from the  atmosphere  and durably storin,atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers – the  tropospher"
carbon_dioxide_removal__cdr_,Anthropogenic  activities removing  carbon dioxide (CO 2 )  from the  atmosphere  and durably storin,ocean,"  Ocean  The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97"
