anchor,a_text,target,t_text
climate_model,"A qualitative or quantitative representation of the  climate system  based on the physical, chemical",models,  Models Structured imitations of a system’s attributes and mechanisms to mimic the appearance or fu
climate_model,"A qualitative or quantitative representation of the  climate system  based on the physical, chemical",climate,"  Climate In a narrow sense,  climate  is usually defined as the average weather -or more rigorously"
climate_model,"A qualitative or quantitative representation of the  climate system  based on the physical, chemical",earth_system_model__esm_,  Earth system model (ESM) A coupled  Atmosphere – Ocean  General Circulation Model (AOGCM) in which
climate_prediction,A  climate prediction  or  climate  forecast is the result of an attempt to produce (starting from a,climate_prediction,  Climate prediction A  climate prediction  or  climate  forecast is the result of an attempt to pro
climate_prediction,A  climate prediction  or  climate  forecast is the result of an attempt to produce (starting from a,climate,"  Climate In a narrow sense,  climate  is usually defined as the average weather -or more rigorously"
climate_prediction,A  climate prediction  or  climate  forecast is the result of an attempt to produce (starting from a,climate_system,"  Climate system The global system consisting of five major components: the  atmosphere , the hydros"
climate_prediction,A  climate prediction  or  climate  forecast is the result of an attempt to produce (starting from a,climate,"  Climate In a narrow sense,  climate  is usually defined as the average weather -or more rigorously"
climate_prediction,A  climate prediction  or  climate  forecast is the result of an attempt to produce (starting from a,climate_system,"  Climate system The global system consisting of five major components: the  atmosphere , the hydros"
climate_projection,Simulated response of the  climate system  to a scenario of future  emissions  or concentrations of ,climate_system,"  Climate system The global system consisting of five major components: the  atmosphere , the hydros"
climate_projection,Simulated response of the  climate system  to a scenario of future  emissions  or concentrations of ,land_use,"  Land use The total of arrangements, activities and inputs applied to a parcel of  land . The term "
climate_refugium,A  climate refugium  is a geographic area that has had a stable  climate  on evolutionary time scale,climate_refugium,  Climate refugium A  climate refugium  is a geographic area that has had a stable  climate  on evol
climate_refugium,A  climate refugium  is a geographic area that has had a stable  climate  on evolutionary time scale,climate,"  Climate In a narrow sense,  climate  is usually defined as the average weather -or more rigorously"
climate_refugium,A  climate refugium  is a geographic area that has had a stable  climate  on evolutionary time scale,climate,"  Climate In a narrow sense,  climate  is usually defined as the average weather -or more rigorously"
climate_refugium,A  climate refugium  is a geographic area that has had a stable  climate  on evolutionary time scale,refugium,  Refugium A  refugium  is a geographic area where a population found safety from some threat to its
climate_services,Climate services  involve the provision of  climate information  in such a way as to assist decision,climate_services,  Climate services Climate services  involve the provision of  climate information  in such a way as
climate_services,Climate services  involve the provision of  climate information  in such a way as to assist decision,climate_information,"  Climate information Information about the past, current or future state of the  climate system  th"
climate_simulation_ensemble,"A group of parallel model simulations characterising historical  climate  conditions,  climate predi",climate,"  Climate In a narrow sense,  climate  is usually defined as the average weather -or more rigorously"
climate_simulation_ensemble,"A group of parallel model simulations characterising historical  climate  conditions,  climate predi",climate_variability,  Climate variability Deviations of some  climate  variables from a given mean state (including the 
climate_simulation_ensemble,"A group of parallel model simulations characterising historical  climate  conditions,  climate predi",models,  Models Structured imitations of a system’s attributes and mechanisms to mimic the appearance or fu
climate_simulation_ensemble,"A group of parallel model simulations characterising historical  climate  conditions,  climate predi",uncertainty,  Uncertainty A state of incomplete knowledge that can result from a lack of information 
climate_simulation_ensemble,"A group of parallel model simulations characterising historical  climate  conditions,  climate predi",uncertainty,  Uncertainty A state of incomplete knowledge that can result from a lack of information 
